metric,x,effect,ci_lo,ci_hi
shannon_h,-0.008447922069480418,0.01676074042326981,-0.8417110552848424,0.875232536131382
shannon_h,0.005907740694045316,0.009115648272439486,-0.8517032785941155,0.8699345751389945
shannon_h,0.02026340345757105,0.001516567640718377,-0.861754580610195,0.8647877158916318
shannon_h,0.034619066221096784,-0.006027950651268187,-0.8718408360315297,0.8597849347289934
shannon_h,0.04897472898462252,-0.013509355782894417,-0.8819380700410777,0.854919358475289
shannon_h,0.06333039174814825,-0.02091909693353453,-0.8920224020786001,0.850184208211531
shannon_h,0.07768605451167421,-0.028248623282563397,-0.9020699952835673,0.8455727487184406
shannon_h,0.09204171727519972,-0.035489384009354745,-0.9120570116143996,0.8410782435956901
shannon_h,0.10639738003872568,-0.0426328282932834,-0.9219595725923314,0.8366939160057646
shannon_h,0.12075304280225119,-0.049670405313723444,-0.9317537255707766,0.8324129149433297
shannon_h,0.13510870556577714,-0.05659356425004969,-0.9414154153931188,0.8282282868930194
shannon_h,0.1494643683293031,-0.0633937542816361,-0.9509204612727027,0.8241329527094305
shannon_h,0.1638200310928286,-0.07006242458785704,-0.9602445387078699,0.8201196895321557
shannon_h,0.17817569385635457,-0.07659102434808727,-0.9693631662315614,0.8161811175353868
shannon_h,0.19253135661988008,-0.08297100274170062,-0.9782516967887454,0.812309691305344
shannon_h,0.20688701938340603,-0.08919380894807191,-0.9868853135352051,0.8084976956390613
shannon_h,0.22124268214693155,-0.0952508921465752,-0.9952390298575289,0.8047372455643784
shannon_h,0.2355983449104575,-0.10113370151658527,-1.003287693426114,0.8010202903929433
shannon_h,0.24995400767398301,-0.10683368623747604,-1.0110059941102063,0.7973386216352543
shannon_h,0.26430967043750897,-0.11234229548862217,-1.018368475606213,0.7936838846289687
shannon_h,0.2786653332010349,-0.11765097844939791,-1.025349550657496,0.7900475937587002
shannon_h,0.29302099596456044,-0.1227511842991776,-1.0319235197754983,0.7864211511771432
shannon_h,0.3073766587280864,-0.12763436221733593,-1.0380645934083392,0.7827958689736675
shannon_h,0.3217323214916119,-0.13229196138324678,-1.0437469175440321,0.7791629947775385
shannon_h,0.33608798425513786,-0.1367154309762849,-1.0489446027815164,0.7755137408289464
shannon_h,0.3504436470186634,-0.1408962201758244,-1.0536317569540443,0.7718393166023955
shannon_h,0.36479930978218933,-0.14482577816123998,-1.0577825214467866,0.7681309651243068
shannon_h,0.37915497254571484,-0.14849555411190565,-1.0613711114144468,0.7643800031906355
shannon_h,0.3935106353092408,-0.15189699720719607,-1.0643718601762606,0.7605778657618685
shannon_h,0.40786629807276675,-0.1550215566264855,-1.0667592681461493,0.7567161548931782
shannon_h,0.42222196083629226,-0.15786068154914823,-1.0685080567465182,0.7527866936482216
shannon_h,0.4365776235998182,-0.16040582115455881,-1.069593227857096,0.7487815855479785
shannon_h,0.45093328636334373,-0.16264842462209142,-1.0699901294674892,0.7446932802233064
shannon_h,0.4652889491268697,-0.1645799411311205,-1.0696745283364808,0.7405146460742398
shannon_h,0.4796446118903952,-0.16619181986102058,-1.0686226906157228,0.7362390508936816
shannon_h,0.49400027465392116,-0.1674755099911658,-1.0668114715741568,0.7318604515918251
shannon_h,0.5083559374174471,-0.16842246070093078,-1.0642184157667698,0.7273734943649082
shannon_h,0.5227116001809726,-0.16902412116968965,-1.0608218692324067,0.7227736268930274
shannon_h,0.5370672629444986,-0.1692719405768169,-1.056601105586559,0.7180572244329251
shannon_h,0.5514229257080241,-0.16915736810168694,-1.0515364682034551,0.7132217320000813
shannon_h,0.56577858847155,-0.16867185292367395,-1.0456095310656366,0.7082658252182887
shannon_h,0.5801342512350756,-0.16780684422215256,-1.038803281307804,0.703189592863499
shannon_h,0.5944899139986015,-0.16655379117649705,-1.0311023270052968,0.6979947446523026
shannon_h,0.608845576762127,-0.16490414296608172,-1.0224931343671588,0.6926848484349953
shannon_h,0.623201239525653,-0.16284934877028115,-1.0129642992005359,0.6872656016599735
shannon_h,0.6375569022891789,-0.16038085776846933,-1.0025068583276127,0.681745142790674
shannon_h,0.6519125650527045,-0.157490119140021,-0.991114647566626,0.6761344092865841
shannon_h,0.6662682278162304,-0.15416858206431033,-0.9787847139376866,0.6704475498090658
shannon_h,0.6806238905797559,-0.15040769572071191,-0.9655177909163077,0.664702399474884
shannon_h,0.6949795533432819,-0.14619890928859985,-0.9513188468106735,0.6589210282334739
shannon_h,0.7093352161068074,-0.14153367194734878,-0.9361977176356815,0.6531303737409839
shannon_h,0.7236908788703333,-0.13640343287633266,-0.9201698371100109,0.6473629713573457
shannon_h,0.7380465416338589,-0.13079964125492638,-0.9032570774632344,0.6416577949533816
shannon_h,0.7524022043973848,-0.12471374626250398,-0.8854887153679963,0.6360612228429884
shannon_h,0.7667578671609108,-0.11813719707843966,-0.8669025371348806,0.6306281429780014
shannon_h,0.7811135299244363,-0.1110614428821084,-0.8475460957650379,0.6254232100008211
shannon_h,0.7954691926879622,-0.1034779328528842,-0.8274781287346131,0.6205222630288447
shannon_h,0.8098248554514877,-0.09537811617014154,-0.8067701383439356,0.6160139060036525
shannon_h,0.8241805182150137,-0.08675344201325433,-0.7855081245675304,0.6120012405410218
shannon_h,0.8385361809785392,-0.07759535956159776,-0.7637944416361029,0.6086037225129073
shannon_h,0.8528918437420652,-0.06789531799454548,-0.7417497217869888,0.6059590857978978
shannon_h,0.8672475065055907,-0.05764476649147246,-0.719514770433663,0.6042252374507181
shannon_h,0.8816031692691166,-0.04683515423175229,-0.6972522848022179,0.6035819763387132
shannon_h,0.8959588320326426,-0.03545793039476005,-0.675148183197534,0.6042323224080138
shannon_h,0.9103144947961681,-0.023504544159870217,-0.6534122588091199,0.6064031704893794
pielou_j,-0.36913629694513034,-0.0739545572865678,-1.099605793383984,0.9516966788108483
pielou_j,-0.3664412040487723,-0.16670421251195341,-1.2294655724895827,0.8960571474656759
pielou_j,-0.36374611115241423,-0.2554952641474093,-1.3559175056411412,0.8449269773463226
pielou_j,-0.36105101825605623,-0.34040121891275055,-1.4785800975684922,0.7977776597429911
pielou_j,-0.3583559253596982,-0.42149558352779876,-1.5971590810329024,0.754167913977305
pielou_j,-0.3556608324633401,-0.49885186471236714,-1.7114325468837934,0.713728817459059
pielou_j,-0.3529657395669821,-0.5725435691862748,-1.8212380763782987,0.6761509380057491
pielou_j,-0.3502706466706241,-0.6426442036693348,-1.9264619342170386,0.6411735268783688
pielou_j,-0.347575553774266,-0.7092272748813682,-2.027030156768046,0.6085756070053097
pielou_j,-0.34488046087790797,-0.7723662895421902,-2.122901282987279,0.5781687039028985
pielou_j,-0.3421853679815499,-0.8321347543716183,-2.21406046101806,0.5497909522748236
pielou_j,-0.3394902750851919,-0.8886061760894675,-2.3005146831764676,0.5233023309975326
pielou_j,-0.33679518218883386,-0.9418540614155574,-2.3822889349709406,0.49858081213982597
pielou_j,-0.3341000892924758,-0.991951917069704,-2.4594230791950373,0.4755192450556296
pielou_j,-0.33140499639611776,-1.0389732497717237,-2.5319693289915475,0.45402282944810013
pielou_j,-0.32870990349975976,-1.0829915662414324,-2.5999901922174775,0.4340070597346126
pielou_j,-0.3260148106034017,-1.1240803731986493,-2.663556793089649,0.4153960466923501
pielou_j,-0.32331971770704365,-1.1623131773631905,-2.7227474963071705,0.3981211415807895
pielou_j,-0.3206246248106856,-1.1977634854548729,-2.7776467742395696,0.38211980332982387
pielou_j,-0.3179295319143276,-1.2305048041935123,-2.8283442699934485,0.36733466160642414
pielou_j,-0.31523443901796955,-1.260610640298927,-2.8749340188320494,0.35371273823419536
pielou_j,-0.3125393461216115,-1.2881545004909332,-2.9175137980407957,0.34120479705892914
pielou_j,-0.30984425322525344,-1.313209891489348,-2.956184581337088,0.329764798358392
pielou_j,-0.30714916032889544,-1.335850320013988,-2.9910500786595797,0.31934943863160403
pielou_j,-0.3044540674325374,-1.3561492927846712,-3.022216345915223,0.3099177603458807
pielou_j,-0.30175897453617934,-1.3741803165212134,-3.0497914522269833,0.3014308191845565
pielou_j,-0.2990638816398213,-1.3900168979434318,-3.0738851945798826,0.29385139869301913
pielou_j,-0.2963687887434633,-1.4037325437711432,-3.094608851639376,0.2871437640970895
pielou_j,-0.29367369584710523,-1.4154007607241643,-3.112074970016514,0.28127344856818537
pielou_j,-0.2909786029507472,-1.4250950555223134,-3.126397177458626,0.27620706641399906
pielou_j,-0.2882835100543891,-1.432888934885406,-3.137690018414771,0.2719121486439591
pielou_j,-0.28558841715803107,-1.4388559055332593,-3.146068808210691,0.2683569971441726
pielou_j,-0.2828933242616731,-1.4430694741856902,-3.1516495027066274,0.2655105543352472
pielou_j,-0.280198231365315,-1.4456031475625155,-3.1545485808333025,0.2633422857082717
pielou_j,-0.27750313846895697,-1.446530432383553,-3.154882937830364,0.2618220730632581
pielou_j,-0.27480804557259897,-1.4459248353686185,-3.1527697873664344,0.2609201166291977
pielou_j,-0.2721129526762409,-1.443859863237529,-3.1483265710157236,0.26060684454066574
pielou_j,-0.26941785977988286,-1.4404090227101025,-3.1416708738148476,0.26085282839464274
pielou_j,-0.2667227668835248,-1.435645820506155,-3.132920344834856,0.26162870382254577
pielou_j,-0.26402767398716676,-1.429643763345504,-3.1221926218851968,0.2629050951941889
pielou_j,-0.26133258109080876,-1.4224763579479653,-3.1096052596248844,0.26465254372895375
pielou_j,-0.2586374881944507,-1.4142171110333566,-3.095275660496635,0.26684143842992203
pielou_j,-0.25594239529809265,-1.4049395293214946,-3.0793210080264304,0.269441949383441
pielou_j,-0.25324730240173465,-1.3947171195321968,-3.061858202147378,0.27242396308298455
pielou_j,-0.2505522095053766,-1.3836233883852793,-3.0430037963156824,0.27575701954512377
pielou_j,-0.24785711660901855,-1.37173184260056,-3.0228739362903436,0.2794102510892238
pielou_j,-0.2451620237126605,-1.3591159888978543,-3.001584300548725,0.28335232275301636
pielou_j,-0.24246693081630247,-1.3458493339969804,-2.9792500424088484,0.2875513744148879
pielou_j,-0.2397718379199444,-1.3320053846177546,-2.9559857340272093,0.29197496479170004
pielou_j,-0.2370767450235864,-1.3176576474799944,-2.9319053125388486,0.29659001757886005
pielou_j,-0.23438165212722833,-1.3028796293035159,-2.9071220287047295,0.3013627700976975
pielou_j,-0.2316865592308703,-1.2877448368081363,-2.881748398530214,0.30625872491394124
pielou_j,-0.22899146633451226,-1.272326776713673,-2.8558961584173397,0.3112426049899937
pielou_j,-0.22629637343815423,-1.2566989557399426,-2.8296762245121183,0.3162783130322333
pielou_j,-0.22360128054179618,-1.2409348806067617,-2.8031986570052005,0.32132889579167734
pielou_j,-0.22090618764543815,-1.2251080580339475,-2.7765726302388654,0.32635651417097034
pielou_j,-0.2182110947490801,-1.209291994741317,-2.749906409563664,0.3313224200810301
pielou_j,-0.21551600185272207,-1.193560197448687,-2.7233073359724966,0.3361869410751228
pielou_j,-0.21282090895636402,-1.177986172875874,-2.696881819616138,0.34090947386438986
pielou_j,-0.210125816060006,-1.1626434277426958,-2.670735343369902,0.34544848788451055
pielou_j,-0.20743072316364794,-1.1476054687689685,-2.6449724776736216,0.3497615401356846
pielou_j,-0.20473563026728991,-1.1329458026745094,-2.6196969079035375,0.3538053025545189
pielou_j,-0.20204053737093186,-1.1187379361791352,-2.5950114755521168,0.35753560319384636
pielou_j,-0.19934544447457384,-1.1050553760026636,-2.5710182344870898,0.36090748248176263
pielou_j,-0.19665035157821578,-1.0919716288649102,-2.5478185235309585,0.36387526580113816
pielou_j,-0.19395525868185773,-1.0795602014856926,-2.525513056543663,0.3663926535722777
pielou_j,-0.1912601657854997,-1.067894600584828,-2.504202031100608,0.36841282993095215
pielou_j,-0.18856507288914165,-1.0570438310861663,-2.4839789328842983,0.3698912707119657
pielou_j,-0.18586997999278362,-1.0470245645354486,-2.464863693257576,0.3708145641866787
pielou_j,-0.18317488709642557,-1.0378197090086672,-2.446829515030603,0.3711900970132691
pielou_j,-0.18047979420006754,-1.029411609857319,-2.4298496993276553,0.3710264796130176
pielou_j,-0.1777847013037095,-1.0217826124329001,-2.413898404456966,0.3703331795911655
pielou_j,-0.17508960840735147,-1.0149150620869076,-2.3989506104921237,0.3691204863183084
pielou_j,-0.1723945155109934,-1.0087913041708383,-2.384982081991004,0.3673994736493278
pielou_j,-0.1696994226146354,-1.0033936840361883,-2.3719693290652795,0.3651819609929028
pielou_j,-0.16700432971827733,-0.9987045470344551,-2.3598895670053315,0.36248047293642127
pielou_j,-0.1643092368219193,-0.9947062385171345,-2.3487206746575238,0.3593081976232547
pielou_j,-0.16161414392556125,-0.9913811038357235,-2.338441151743561,0.35567894407211387
pielou_j,-0.15891905102920323,-0.9887114883417193,-2.329030075305157,0.3516070986217187
pielou_j,-0.15622395813284518,-0.9866797373866176,-2.320467055451644,0.3471075806784085
pielou_j,-0.15352886523648715,-0.9852681963219156,-2.3127321905835103,0.342195797939679
pielou_j,-0.1508337723401291,-0.9844592104991101,-2.3058060222611623,0.33688760126294226
pielou_j,-0.14813867944377107,-0.9842351252696975,-2.29966948988549,0.33119923934609496
pielou_j,-0.14544358654741302,-0.9845782859851745,-2.294303885355009,0.32514731338465996
pielou_j,-0.142748493651055,-0.9854710379970376,-2.2896908078633094,0.31874873186923425
pielou_j,-0.14005340075469694,-0.986895726656784,-2.2858121190002088,0.3120206656866408
pielou_j,-0.1373583078583389,-0.9888346973159098,-2.282649898320177,0.3049805036883574
pielou_j,-0.13466321496198086,-0.9912702953259118,-2.2801863995421376,0.2976458088903142
pielou_j,-0.13196812206562283,-0.994184866038287,-2.2784040075454053,0.2900342754688314
pielou_j,-0.12927302916926478,-0.9975607548045317,-2.2772851963271497,0.2821636867180862
pielou_j,-0.12657793627290675,-1.0013803069761424,-2.2768124880871374,0.27405187413485255
pielou_j,-0.1238828433765487,-1.0056258679046164,-2.276968413605374,0.26571667779614105
pielou_j,-0.12118775048019068,-1.0102797829414498,-2.277735474077454,0.2571759081945544
pielou_j,-0.11849265758383265,-1.0153243974381396,-2.279096104570782,0.24844730969450257
pielou_j,-0.1157975646874746,-1.020742056746182,-2.281032639262052,0.2395485257696881
pielou_j,-0.11310247179111654,-1.0265151062170748,-2.2835272786125045,0.23049706617835497
pielou_j,-0.11040737889475849,-1.0326258912023132,-2.2865620586321747,0.22131027622754806
pielou_j,-0.10771228599840044,-1.0390567570533944,-2.2901188223777824,0.21200530827099362
pielou_j,-0.10501719310204244,-1.0457900491218153,-2.294179193820745,0.20259909557711442
pielou_j,-0.10232210020568439,-1.0528081127590725,-2.298724554212326,0.19310832869418104
pielou_j,-0.09962700730932633,-1.060093293316663,-2.3037360210619564,0.1835494344286306
pielou_j,-0.09693191441296828,-1.0676279361460825,-2.309194429832484,0.17393855754031873
pielou_j,-0.09423682151661028,-1.0753943865988287,-2.3150803184426625,0.16429154524500533
pielou_j,-0.09154172862025223,-1.0833749900263974,-2.321373914652644,0.15462393459984947
pielou_j,-0.08884663572389417,-1.0915520917802857,-2.328055126392909,0.14495094283233767
pielou_j,-0.08615154282753612,-1.0999080372119905,-2.3351035350811027,0.13528746065712172
pielou_j,-0.08345644993117812,-1.1084251716730078,-2.3424983919549334,0.12564804860891776
pielou_j,-0.08076135703482007,-1.1170858405148352,-2.3502186174329074,0.11604693640323727
pielou_j,-0.07806626413846202,-1.1258723890889684,-2.358242803498476,0.1064980253205392
pielou_j,-0.07537117124210396,-1.1347671627469045,-2.3665492190874766,0.09701489359366766
pielou_j,-0.07267607834574596,-1.1437525068401397,-2.375115818443809,0.08761080476352956
pielou_j,-0.06998098544938791,-1.1528107667201721,-2.3839202523943612,0.07829871895401719
pielou_j,-0.06728589255302986,-1.161924287738497,-2.3929398824815458,0.0690913070045518
pielou_j,-0.0645907996566718,-1.1710754152466112,-2.4021517978806295,0.06000096738740712
pielou_j,-0.06189570676031381,-1.1802464945960114,-2.411532835019481,0.05103984582745813
pielou_j,-0.05920061386395575,-1.1894198711381951,-2.421059599810623,0.04221985753423296
pielou_j,-0.0565055209675977,-1.1985778902246578,-2.4307084923995883,0.03355271195027276
pielou_j,-0.05381042807123965,-1.207702897206897,-2.440455734329649,0.025049939915855024
pielou_j,-0.05111533517488165,-1.2167772374364088,-2.4502773980209644,0.016722923148147162
pielou_j,-0.048420242278523595,-1.2257832562646904,-2.4601494384621216,0.008582925932740793
pielou_j,-0.04572514938216554,-1.234703299043238,-2.470047727013731,0.0006411289272552079
pielou_j,-0.04303005648580749,-1.2435197111235488,-2.4799480872272355,-0.007091335019862255
pielou_j,-0.04033496358944949,-1.2522148378571187,-2.4898263325870147,-0.014603343127222779
pielou_j,-0.03763987069309144,-1.2607710245954449,-2.4996583060903212,-0.02188374310056851
pielou_j,-0.034944777796733384,-1.2691706166900238,-2.5094199215870354,-0.02892131179301205
pielou_j,-0.03224968490037533,-1.2773959594923527,-2.519087206809746,-0.035704712174959186
pielou_j,-0.029554592004017333,-1.2854293983539273,-2.528636348033734,-0.042222448674120505
pielou_j,-0.02685949910765928,-1.2932532786262443,-2.538043736315972,-0.04846282093651699
pielou_j,-0.024164406211301226,-1.3008499456608014,-2.54728601527182,-0.05441387604978276
pielou_j,-0.021469313314943173,-1.3082017448090948,-2.5563401303574853,-0.06006335926070405
pielou_j,-0.01877422041858512,-1.315291021422621,-2.565183379635164,-0.06539866321007803
pielou_j,-0.01607912752222712,-1.322100120852876,-2.573793466005745,-0.07040677570000708
pielou_j,-0.013384034625869068,-1.3286113884513577,-2.582148550900734,-0.07507422600198144
pielou_j,-0.010688941729511015,-1.3348073678877306,-2.5902274727361574,-0.07938726303930355
pielou_j,-0.007993848833152961,-1.3406825019217747,-2.598019413862445,-0.08334558998110442
pielou_j,-0.005298755936794963,-1.346249676902946,-2.605529172699432,-0.08697018110646004
pielou_j,-0.00260366304043691,-1.3515233657260506,-2.6127631366562367,-0.09028359479586467
pielou_j,9.14298559211435e-05,-1.3565180412858933,-2.619727882148874,-0.09330820042291221
pielou_j,0.002786522752279197,-1.3612481764772797,-2.626430090950489,-0.0960662620040702
pielou_j,0.005481615648637195,-1.3657282441950147,-2.6328764741108404,-0.09858001427918905
pielou_j,0.008176708544995248,-1.369972717333904,-2.6390737033854594,-0.10087173128234861
pielou_j,0.010871801441353302,-1.3739960687887531,-2.645028350090354,-0.10296378748715207
pielou_j,0.013566894337711355,-1.3778127714543666,-2.6507468312777815,-0.10487871163095153
pielou_j,0.016261987234069353,-1.3814372982255503,-2.6562353631119278,-0.1066392333391728
pielou_j,0.018957080130427406,-1.3848841219971093,-2.661499921309928,-0.10826832268429043
pielou_j,0.02165217302678546,-1.388167715663849,-2.666546208503363,-0.10978922282433512
pielou_j,0.024347265923143513,-1.3913025521205746,-2.6713796283679887,-0.11122547587316056
pielou_j,0.02704235881950151,-1.394303104262092,-2.676005266365032,-0.11260094215915162
pielou_j,0.029737451715859564,-1.3971838449832055,-2.6804278769358847,-0.11393981303052603
pielou_j,0.03243254461221762,-1.399959247178721,-2.684651876993631,-0.11526661736381061
pielou_j,0.03512763750857567,-1.4026437837434438,-2.6886813455595755,-0.11660622192731229
pielou_j,0.03782273040493367,-1.4052519275721793,-2.692520029401066,-0.11798382574329258
pielou_j,0.04051782330129172,-1.407798151559732,-2.6961713545385377,-0.11942494858092645
pielou_j,0.043212916197649776,-1.4102969286009084,-2.699638443505047,-0.12095541369676988
pielou_j,0.04590800909400783,-1.412762731590513,-2.702924138260847,-0.12260132492017872
pielou_j,0.04860310199036583,-1.415210033423351,-2.706031028688972,-0.12438903815773017
pielou_j,0.05129819488672388,-1.4176533069942285,-2.7089614866255065,-0.12634512736295034
pielou_j,0.053993287783081934,-1.4201070251979502,-2.7117177054105692,-0.1284963449853309
pielou_j,0.05668838067943999,-1.4225856609293215,-2.714301744983108,-0.13086957687553502
pielou_j,0.059383473575797985,-1.4251036870831477,-2.7167155825847837,-0.13349179158151148
pielou_j,0.06207856647215604,-1.427675576554234,-2.718961169185664,-0.13638998392280421
pielou_j,0.06477365936851409,-1.4303158022373863,-2.7210404917975133,-0.1395911126772591
pielou_j,0.06746875226487214,-1.433038837027409,-2.7229556418994396,-0.14312203215537833
pielou_j,0.0701638451612302,-1.435859153819108,-2.7247088902658674,-0.1470094173723484
pielou_j,0.0728589380575882,-1.438791225507288,-2.726302768558621,-0.15127968245595502
pielou_j,0.07555403095394625,-1.4418495249867553,-2.7277401581237086,-0.15595889184980205
pielou_j,0.0782491238503043,-1.4450485251523149,-2.729024386519507,-0.16107266378512253
pielou_j,0.08094421674666236,-1.448402698898771,-2.730159332396908,-0.16664606540063454
pielou_j,0.08363930964302035,-1.4519265191209303,-2.7311495394537877,-0.17270349878807267
pielou_j,0.08633440253937841,-1.4556344587135976,-2.732000340296156,-0.17926857713103939
pielou_j,0.08902949543573646,-1.4595409905715782,-2.7327179911565294,-0.18636398998662695
pielou_j,0.09172458833209451,-1.4636605875896773,-2.7333098185462115,-0.1940113566331434
pielou_j,0.09441968122845251,-1.4680077226627002,-2.73378437905151,-0.20223106627388998
pielou_j,0.09711477412481057,-1.4725968686854518,-2.7341516336234184,-0.211042103747485
pielou_j,0.09980986702116862,-1.4774424985527388,-2.734423137853689,-0.22046185925178885
pielou_j,0.10250495991752667,-1.4825590851593649,-2.734612249874568,-0.23050592044416174
pielou_j,0.10520005281388467,-1.4879611014001362,-2.734734357660021,-0.24118784514025138
pielou_j,0.10789514571024272,-1.4936630201698584,-2.734807127636368,-0.2525189127033489
pielou_j,0.11059023860660078,-1.4996793143633358,-2.734850776620774,-0.26450785210589745
pielou_j,0.11328533150295883,-1.5060244568753745,-2.734888369184145,-0.2771605445666041
pielou_j,0.11598042439931683,-1.5127129206007792,-2.7349461425636736,-0.2904796986378846
pielou_j,0.11867551729567488,-1.5197591784343558,-2.735053861207096,-0.3044644956616156
pielou_j,0.12137061019203293,-1.527177703270909,-2.7352452028860084,-0.31911020365581
pielou_j,0.12406570308839099,-1.5349829680052445,-2.735558178031847,-0.33440775797864153
pielou_j,0.126760795984749,-1.5431894455321673,-2.736035583477585,-0.3503433075867495
pielou_j,0.12945588888110704,-1.5518116087464833,-2.736725491072031,-0.36689772642093543
pielou_j,0.13215098177746504,-1.5608639305429972,-2.73768177060077,-0.3840460904852241
pielou_j,0.1348460746738231,-1.5703608838165148,-2.7389646450145917,-0.401757122618438
pielou_j,0.13754116757018114,-1.580316941461841,-2.7406412740383854,-0.41999260888529655
pielou_j,0.1402362604665392,-1.5907465763737811,-2.7427863597095223,-0.4387067930380397
pielou_j,0.14293135336289725,-1.6016642614471406,-2.7454827641745245,-0.4578457587197564
pielou_j,0.1456264462592553,-1.613084469576725,-2.7488221260708428,-0.4773468130826073
pielou_j,0.14832153915561336,-1.6250216736573388,-2.7529054569873095,-0.497137890327368
pielou_j,0.1510166320519714,-1.6374903465837882,-2.7578436938491446,-0.517136999318432
pielou_j,0.15371172494832946,-1.650504961250878,-2.7637581767351556,-0.5372517457666006
pielou_j,0.1564068178446874,-1.6640799905534136,-2.7707810148877225,-0.5573789662191047
pielou_j,0.15910191074104546,-1.6782299073862001,-2.7790552970145703,-0.57740451775783
pielou_j,0.1617970036374035,-1.6929691846440436,-2.7887350961647632,-0.5972032731233237
pielou_j,0.16449209653376157,-1.7083122952217487,-2.799985215543937,-0.6166393748995607
pielou_j,0.16718718943011956,-1.724273712014121,-2.812980620950656,-0.6355668030775863
